"zcta","tmean","date","day","month","year"
"36555",6.70378638127973,"01/01/1981","01","01",1981
"36556",6.40073358147938,"01/01/1981","01","01",1981
"36558",7.09289399593611,"01/01/1981","01","01",1981
"36559",6.34504115610965,"01/01/1981","01","01",1981
"36560",6.56218625321737,"01/01/1981","01","01",1981
"36561",7.17900888990599,"01/01/1981","01","01",1981
"36562",6.59095116608474,"01/01/1981","01","01",1981
"36564",6.90974602183297,"01/01/1981","01","01",1981
"36567",6.73905065285752,"01/01/1981","01","01",1981
"36568",7.31158246227435,"01/01/1981","01","01",1981
"36569",6.65834855106124,"01/01/1981","01","01",1981
"36571",6.97381162990221,"01/01/1981","01","01",1981
"36572",6.98813655329456,"01/01/1981","01","01",1981
"36574",6.81366339317518,"01/01/1981","01","01",1981
"36575",7.24212342850601,"01/01/1981","01","01",1981
"36576",6.48135417821439,"01/01/1981","01","01",1981
"36578",6.67196904354705,"01/01/1981","01","01",1981
"36579",6.59160894433113,"01/01/1981","01","01",1981
"36580",6.50838149250453,"01/01/1981","01","01",1981
"36581",6.39673224827147,"01/01/1981","01","01",1981
"36582",6.81227832583127,"01/01/1981","01","01",1981
"36583",6.67352312595234,"01/01/1981","01","01",1981
"36584",7.0064664548119,"01/01/1981","01","01",1981
"36585",6.59254539342812,"01/01/1981","01","01",1981
"36587",7.11043394436475,"01/01/1981","01","01",1981
"36590",6.72970123224384,"01/01/1981","01","01",1981
"36602",6.82059547874171,"01/01/1981","01","01",1981
"36603",6.78710011198149,"01/01/1981","01","01",1981
"36604",6.84222097719588,"01/01/1981","01","01",1981
"36605",6.64973724217677,"01/01/1981","01","01",1981
"36606",6.90217804146425,"01/01/1981","01","01",1981
"36607",6.99897539634788,"01/01/1981","01","01",1981
"36608",7.2609284525579,"01/01/1981","01","01",1981
"36609",7.1600642147283,"01/01/1981","01","01",1981
"36610",6.98329105228715,"01/01/1981","01","01",1981
"36611",7.03942367352982,"01/01/1981","01","01",1981
"36612",7.0850101330607,"01/01/1981","01","01",1981
"36613",7.09443903334258,"01/01/1981","01","01",1981
"36615",6.64562222802751,"01/01/1981","01","01",1981
"36616",7.0503945082476,"01/01/1981","01","01",1981
"36617",7.01493268370561,"01/01/1981","01","01",1981
"36618",7.23595439001304,"01/01/1981","01","01",1981
"36619",7.10878523590259,"01/01/1981","01","01",1981
"36688",7.29196687074065,"01/01/1981","01","01",1981
"36693",6.96286822500163,"01/01/1981","01","01",1981
"36695",7.29165475329352,"01/01/1981","01","01",1981
"36701",6.36997385812965,"01/01/1981","01","01",1981
"36703",6.37741940069813,"01/01/1981","01","01",1981
"36720",6.25988246904843,"01/01/1981","01","01",1981
"36722",6.41796676062988,"01/01/1981","01","01",1981
"36723",6.20042943678592,"01/01/1981","01","01",1981
"36726",6.37319845272466,"01/01/1981","01","01",1981
"36727",6.93010083322395,"01/01/1981","01","01",1981
"36728",6.28569699496583,"01/01/1981","01","01",1981
"36732",7.07366241047951,"01/01/1981","01","01",1981
"36736",6.65705161296378,"01/01/1981","01","01",1981
"36738",6.24462943955568,"01/01/1981","01","01",1981
"36740",7.12618560375608,"01/01/1981","01","01",1981
"36742",6.73239997003993,"01/01/1981","01","01",1981
"36744",6.613022381317,"01/01/1981","01","01",1981
"36748",6.57481807374287,"01/01/1981","01","01",1981
"36749",6.19807127427085,"01/01/1981","01","01",1981
"36750",5.86407540547593,"01/01/1981","01","01",1981
"36751",6.6510040502455,"01/01/1981","01","01",1981
"36752",6.2456862331339,"01/01/1981","01","01",1981
"36753",6.6511517468903,"01/01/1981","01","01",1981
"36754",6.49101272237829,"01/01/1981","01","01",1981
"36756",6.31841209044401,"01/01/1981","01","01",1981
"36758",6.02540102649417,"01/01/1981","01","01",1981
"36759",6.42268181647529,"01/01/1981","01","01",1981
"36761",6.19059206265227,"01/01/1981","01","01",1981
"36763",6.95220428859536,"01/01/1981","01","01",1981
"36765",6.45214420776832,"01/01/1981","01","01",1981
"36766",6.31511782886588,"01/01/1981","01","01",1981
"36767",6.43366624203435,"01/01/1981","01","01",1981
"36768",6.32308575588812,"01/01/1981","01","01",1981
"36769",6.47160453521693,"01/01/1981","01","01",1981
"36773",6.31923402921977,"01/01/1981","01","01",1981
"36775",6.34604738045665,"01/01/1981","01","01",1981
"36776",6.8298734067342,"01/01/1981","01","01",1981
"36782",6.82911565905733,"01/01/1981","01","01",1981
"36783",6.21210263876431,"01/01/1981","01","01",1981
"36784",6.75996740183978,"01/01/1981","01","01",1981
"36785",6.23064503445612,"01/01/1981","01","01",1981
"36786",6.33397147674996,"01/01/1981","01","01",1981
"36790",5.95769075217882,"01/01/1981","01","01",1981
"36792",5.8496100025431,"01/01/1981","01","01",1981
"36793",6.03897831469263,"01/01/1981","01","01",1981
"36801",4.78688592059483,"01/01/1981","01","01",1981
"36804",5.10991577065496,"01/01/1981","01","01",1981
"36830",4.99194808968954,"01/01/1981","01","01",1981
"36832",4.95344888935114,"01/01/1981","01","01",1981
"36849",4.77834548597159,"01/01/1981","01","01",1981
"36850",5.06834286047493,"01/01/1981","01","01",1981
"36852",5.20857933953951,"01/01/1981","01","01",1981
"36853",5.1556879119337,"01/01/1981","01","01",1981
"36854",5.42198719290508,"01/01/1981","01","01",1981
"36855",5.4462445752805,"01/01/1981","01","01",1981
"36856",5.85014113799259,"01/01/1981","01","01",1981
"36858",5.32203615579094,"01/01/1981","01","01",1981
"36859",5.74986205755882,"01/01/1981","01","01",1981
"36860",5.1736313462606,"01/01/1981","01","01",1981
"36861",5.39827537857376,"01/01/1981","01","01",1981
"36862",5.14914983184036,"01/01/1981","01","01",1981
"36863",5.4938864212237,"01/01/1981","01","01",1981
"36865",4.90134678039611,"01/01/1981","01","01",1981
"36866",5.11168470199579,"01/01/1981","01","01",1981
"36867",5.5866527620045,"01/01/1981","01","01",1981
"36869",5.69754983055112,"01/01/1981","01","01",1981
"36870",5.55354428817043,"01/01/1981","01","01",1981
"36871",5.45161856656974,"01/01/1981","01","01",1981
"36874",5.34493148187367,"01/01/1981","01","01",1981
"36875",5.60453877645101,"01/01/1981","01","01",1981
"36877",5.49889237138293,"01/01/1981","01","01",1981
"36879",4.89439700497369,"01/01/1981","01","01",1981
"36901",6.9600540913013,"01/01/1981","01","01",1981
"36904",7.20320705619252,"01/01/1981","01","01",1981
"36907",7.2857399083654,"01/01/1981","01","01",1981
"36908",7.2693377939782,"01/01/1981","01","01",1981
"36910",7.13987762575232,"01/01/1981","01","01",1981
"36912",7.23382299038249,"01/01/1981","01","01",1981
"36913",7.3010552948852,"01/01/1981","01","01",1981
"36915",7.28105853675592,"01/01/1981","01","01",1981
"36916",7.02170785358532,"01/01/1981","01","01",1981
"36919",7.21804761156671,"01/01/1981","01","01",1981
"36921",7.16302808355865,"01/01/1981","01","01",1981
"36922",7.07374913942787,"01/01/1981","01","01",1981
"36925",6.98028100229906,"01/01/1981","01","01",1981
"38852",6.13518651626169,"01/01/1981","01","01",1981
