Merged_county_ID,Fips_codes
1176,"48301, 48495, 48475, 48103, 48461, 48173, 48431, 48383, 48081, 48105, 48443, 48413, 48327, 48095, 48319, 48435, 48243, 48109, 48229, 48377, 48043, 48389, 48371, 48465"
1177,"48459, 48183, 48401 "
1178,"48497, 48367 "
1179,"48199, 48361 "
1180,"48185, 48477, 48471 "
1181,49005
1182,49011
1183,49035
1184,49049
1185,49053
1186,49033
1187,"49029, 49043, 49057, 49023, 49045"
1188,"49009, 49013, 49051, 49007, 49041, 49039 "
1189,"49031, 49055, 49017, 49001, 49025, 49019, 49015, 49027, 49037, 49047, 49021 "
1190,49003
1191,50007
1192,50021
1193,50023
1194,"50009, 50019, 50015 "
1195,"50013, 50011 "
1196,"50017, 50005 "
1197,"50001, 50027 "
1198,"50003, 50025 "
1199,51041
1200,51085
1201,51087
1202,51107
1203,51121
1204,51179
1205,51510
1206,51550
1207,51680
1208,51710
1209,51740
1210,51760
1211,51770
1212,51810
1213,"51021, 51197, 51077 "
1214,"51091, 51017, 51560, 51005, 51580, 51163, 51530, 51678 "
1215,"51640, 51035, 51063, 51141"
1216,"51115, 51073, 51095, 51830  "
1217,"51610, 51013 "
1218,"51735, 51650 "
1219,"51131, 51001 "
1220,"51690, 51089 "
1221,"51043, 51187, 51061 "
1222,"51045, 51071, 51023, 51750, 51155"
1223,"51079, 51165, 51660  "
1224,"51111, 51037, 51135, 51025, 51029, 51147, 51081, 51595, 51175, 51620 "
1225,"51570, 51730, 51053 "
1226,"51159, 51057, 51119, 51103, 51133, 51193, 51099 "
1227,"51670, 51149 "
1228,"51097, 51101, 51127, 51036, 51181, 51183, 51033 "
1229,"51520, 51191, 51169 "
1230,"51027, 51167 "
1231,"51840, 51069 "
1232,"51720, 51195, 51051, 51105"
1233,"51775, 51161 "
1234,"51049, 51007, 51075, 51065, 51145, 51109 "
1235,"51093, 51800 "
1236,"51117, 51780, 51083  "
1237,"51173, 51185 "
1238,"51157, 51113, 51139, 51137, 51047, 51171 "
1239,"51067, 51019, 51515  "
1240,"51011, 51125, 51009, 51031"
1241,"51003, 51540 "
1242,"51015, 51790, 51820"
1243,"51059, 51600 "
1244,"51143, 51590 "
1245,"51153, 51683, 51685"
1246,"51177, 51630 "
1247,"51199, 51700 "
1248,53009
1249,53011
1250,53029
1251,53033
1252,53035
1253,53041
1254,53053
1255,53055
1256,53057
1257,53061
1258,53063
1259,53067
1260,53071
1261,53073
1262,53077
1263,"53069, 53049, 53027 "
1264,"53059, 53015 "
1265,"53019, 53047, 53065, 53051"
1266,"53023, 53013, 53075, 53043, 53001"
1267,53039
1268,53003
1269,"53031, 53045 "
1270,"53017, 53007 "
1271,"53037, 53025 "
1272,"53021, 53005 "
1273,54011
1274,54033
1275,54055
1276,54079
1277,54081
1278,"54021, 54017, 54013, 54095, 54085, 54007 "
1279,"54105, 54107, 54073 "
1280,"54015, 54039 "
1281,"54089, 54063, 54025 "
1282,"54087, 54035, 54053 "
1283,"54065, 54027, 54057 "
1284,"54103, 54049 "
1285,"54001, 54091, 54097, 54041"
1286,"54043, 54005, 54099 "
1287,"54009, 54029 "
1288,"54067, 54019 "
1289,"54093, 54023, 54071, 54075, 54101, 54031, 54083 "
1290,"54077, 54061 "
1291,"54051, 54069 "
1292,"54047, 54109, 54059, 54045"
1293,"54037, 54003 "
1294,55017
1295,55021
1296,55027
1297,55035
1298,55055
1299,55059
1300,55063
1301,55071
1302,55073
1303,55079
1304,55087
1305,55089
1306,55101
1307,55105
1308,55111
1309,55117
1310,55127
1311,55131
1312,55133
1313,55139
1314,55141
1315,"55051, 55099, 55107, 55129, 55007"
1316,"55091, 55011, 55121, 55053"
1317,"55077, 55001, 55047 "
1318,"55003, 55113, 55005 "
1319,"55023, 55103, 55123 "
1320,"55065, 55045, 55043 "
1321,"55119, 55069, 55019 "
1322,"55049, 55025 "
1323,"55137, 55135 "
1324,"55057, 55081 "
1325,55029
1326,"55061, 55009, 55083 "
1327,"55093, 55109 "
1328,"55013, 55095, 55033 "
1329,"55115, 55097 "
1330,"55015, 55039 "
1331,"55078, 55067, 55041, 55037, 55125, 55085, 55075 "
1332,55031
1333,56021
1334,56025
1335,"56017, 56029, 56003, 56039"
1336,"56035, 56023, 56041, 56013"
1337,"56027, 56045, 56011, 56031, 56009, 56019, 56043, 56015"
1338,"56007, 56001, 56037 "
1339,"56033, 56005 "
